codcli,marca,colecaoId,colecao,ordem,valor
8466,MENINA ANJO,I25,Inverno 2025,1,10980
8466,MENINA ANJO,I26,Inverno 2026,4,14
8466,MENINA ANJO,V26,Verão 2026,3,4118
8466,MENINA ANJO,V27,Verão 2027,6,3112
8466,VALENT,I26,Inverno 2026,4,516900
8466,VALENT,V26,Verão 2026,3,3141
8469,KIKI,I25,Inverno 2025,1,4386
8469,KIKI,V26,Verão 2026,3,665211
8469,MENINA ANJO,I25,Inverno 2025,1,19051
8479,KIKI,I25,Inverno 2025,1,26306
8479,MENINA ANJO,I25,Inverno 2025,1,9227
8479,MENINA ANJO,I26,Inverno 2026,4,385290
8482,KIKI,I25,Inverno 2025,1,4731
8482,MENINA ANJO,I25,Inverno 2025,1,6429
8485,KIKI,I25,Inverno 2025,1,23379
8485,KIKI,I26,Inverno 2026,4,526596
8485,KIKI,V26,Verão 2026,3,13635
8485,KIKI,V27,Verão 2027,6,17435
8485,VALENT,V27,Verão 2027,6,3308
8498,KIKI,I25,Inverno 2025,1,13588
8498,KIKI,I26,Inverno 2026,4,8856
8498,KIKI,V26,Verão 2026,3,7335
8498,KIKI,V27,Verão 2027,6,11333
8498,MENINA ANJO,I25,Inverno 2025,1,734
8498,MENINA ANJO,V27,Verão 2027,6,3486
8498,VALENT,V27,Verão 2027,6,2050
8499,KIKI,I25,Inverno 2025,1,21318
8499,MENINA ANJO,I25,Inverno 2025,1,1451
8519,KIKI,V26,Verão 2026,3,4
8521,KIKI,V26,Verão 2026,3,1155
8531,KIKI,I25,Inverno 2025,1,873
8531,KIKI,I26,Inverno 2026,4,7
8531,KIKI,V26,Verão 2026,3,4
8531,MENINA ANJO,I25,Inverno 2025,1,4218
8539,KIKI,I26,Inverno 2026,4,142167
8539,KIKI,V26,Verão 2026,3,2221
8547,KIKI,I25,Inverno 2025,1,13377
8547,KIKI,I26,Inverno 2026,4,9
8547,KIKI,V26,Verão 2026,3,266087
8547,KIKI,V27,Verão 2027,6,805200
8547,MENINA ANJO,I25,Inverno 2025,1,2008
8551,KIKI,V26,Verão 2026,3,13842
8561,KIKI,I25,Inverno 2025,1,70969
8561,KIKI,I26,Inverno 2026,4,4050
8561,KIKI,T25,Tropical 2025,2,24780
8561,KIKI,V26,Verão 2026,3,12787
8561,KIKI,V27,Verão 2027,6,2135
8561,MENINA ANJO,I25,Inverno 2025,1,34283
8561,MENINA ANJO,T25,Tropical 2025,2,10099
8561,MENINA ANJO,V27,Verão 2027,6,3224
8564,KIKI,I25,Inverno 2025,1,16
8564,KIKI,I26,Inverno 2026,4,3
8564,KIKI,V26,Verão 2026,3,1962578
8564,MENINA ANJO,V26,Verão 2026,3,7
8574,VALENT,V26,Verão 2026,3,3
8600,KIKI,I25,Inverno 2025,1,12949
8600,KIKI,I26,Inverno 2026,4,27435
8600,KIKI,T25,Tropical 2025,2,1775
8600,KIKI,V26,Verão 2026,3,43163
8600,KIKI,V27,Verão 2027,6,1111675
8600,MENINA ANJO,I25,Inverno 2025,1,8506
8600,MENINA ANJO,I26,Inverno 2026,4,10041
8600,MENINA ANJO,V26,Verão 2026,3,8908
8600,MENINA ANJO,V27,Verão 2027,6,4
8600,VALENT,V26,Verão 2026,3,6
8600,VALENT,V27,Verão 2027,6,3590
8636,KIKI,I25,Inverno 2025,1,138570
8636,KIKI,V26,Verão 2026,3,10542
8636,MENINA ANJO,I25,Inverno 2025,1,23395
8645,KIKI,I25,Inverno 2025,1,17316
8645,KIKI,I26,Inverno 2026,4,5090
8645,KIKI,V26,Verão 2026,3,5733
8645,KIKI,V27,Verão 2027,6,363298
8645,MENINA ANJO,I25,Inverno 2025,1,10084
8645,MENINA ANJO,V26,Verão 2026,3,2351
8645,VALENT,I26,Inverno 2026,4,525996
8645,VALENT,V26,Verão 2026,3,6045
8648,KIKI,I25,Inverno 2025,1,20245
8648,KIKI,V26,Verão 2026,3,5
8648,MENINA ANJO,I25,Inverno 2025,1,5510
8648,MENINA ANJO,I26,Inverno 2026,4,520960
8652,KIKI,I25,Inverno 2025,1,3
8652,KIKI,V26,Verão 2026,3,41668
8652,KIKI,V27,Verão 2027,6,529437
8652,MENINA ANJO,V26,Verão 2026,3,36474
8652,MENINA ANJO,V27,Verão 2027,6,534600
8658,KIKI,V26,Verão 2026,3,6997
8658,MENINA ANJO,V26,Verão 2026,3,9385
8719,KIKI,I25,Inverno 2025,1,8370
8723,KIKI,V26,Verão 2026,3,8066
8723,MENINA ANJO,V26,Verão 2026,3,2936
8737,KIKI,V26,Verão 2026,3,55543
8737,MENINA ANJO,V26,Verão 2026,3,38332
8759,KIKI,I25,Inverno 2025,1,6444
8759,KIKI,I26,Inverno 2026,4,5
8759,KIKI,V27,Verão 2027,6,5
8759,MENINA ANJO,I25,Inverno 2025,1,12686
8759,MENINA ANJO,I26,Inverno 2026,4,390720
8764,KIKI,I25,Inverno 2025,1,2068
8765,MENINA ANJO,I26,Inverno 2026,4,520960
8765,MENINA ANJO,V27,Verão 2027,6,558720
8779,KIKI,I25,Inverno 2025,1,25329
8779,KIKI,I26,Inverno 2026,4,8161
8779,KIKI,V26,Verão 2026,3,12197
8779,MENINA ANJO,I25,Inverno 2025,1,9864
8779,MENINA ANJO,I26,Inverno 2026,4,5166
8779,MENINA ANJO,V26,Verão 2026,3,19246
8779,VALENT,I26,Inverno 2026,4,601436
8779,VALENT,V26,Verão 2026,3,838
8780,KIKI,I25,Inverno 2025,1,9590
8780,KIKI,I26,Inverno 2026,4,8198
8780,KIKI,V26,Verão 2026,3,6004
8780,MENINA ANJO,I26,Inverno 2026,4,18419
8780,MENINA ANJO,T25,Tropical 2025,2,3206
8780,MENINA ANJO,V26,Verão 2026,3,18969
8780,VALENT,V26,Verão 2026,3,6052
8781,KIKI,I25,Inverno 2025,1,8737
8781,KIKI,V26,Verão 2026,3,4203
8781,KIKI,V27,Verão 2027,6,6356
8781,MENINA ANJO,I25,Inverno 2025,1,2783
8796,KIKI,I25,Inverno 2025,1,70969
8796,KIKI,I26,Inverno 2026,4,4050
8796,KIKI,T25,Tropical 2025,2,24780
8796,KIKI,V26,Verão 2026,3,7974
8796,KIKI,V27,Verão 2027,6,2135
8796,MENINA ANJO,I25,Inverno 2025,1,34283
8796,MENINA ANJO,T25,Tropical 2025,2,10099
8796,MENINA ANJO,V27,Verão 2027,6,3224
8802,KIKI,V26,Verão 2026,3,16351
8802,VALENT,V26,Verão 2026,3,9734
8817,KIKI,V26,Verão 2026,3,5
8822,KIKI,I25,Inverno 2025,1,13
8822,KIKI,I26,Inverno 2026,4,12
8822,KIKI,V26,Verão 2026,3,2
8822,KIKI,V27,Verão 2027,6,1226252
8822,MENINA ANJO,I25,Inverno 2025,1,6
8822,VALENT,V26,Verão 2026,3,3
8829,KIKI,V26,Verão 2026,3,24980
8829,MENINA ANJO,V26,Verão 2026,3,6968
8829,VALENT,V26,Verão 2026,3,11756
8836,KIKI,I25,Inverno 2025,1,12691
8836,KIKI,I26,Inverno 2026,4,23153
8836,KIKI,V26,Verão 2026,3,7166
8836,MENINA ANJO,I25,Inverno 2025,1,14
8836,MENINA ANJO,V26,Verão 2026,3,23090
8849,KIKI,V26,Verão 2026,3,3942
8849,MENINA ANJO,I25,Inverno 2025,1,2644
8878,KIKI,I25,Inverno 2025,1,8504
8878,MENINA ANJO,I25,Inverno 2025,1,16405
8926,KIKI,I26,Inverno 2026,4,5603
8926,KIKI,V26,Verão 2026,3,6970
8935,KIKI,V26,Verão 2026,3,8
8936,KIKI,I25,Inverno 2025,1,15836
8936,KIKI,I26,Inverno 2026,4,149809
8936,KIKI,T25,Tropical 2025,2,1566
8936,KIKI,V26,Verão 2026,3,33633
8936,KIKI,V27,Verão 2027,6,288598
8936,MENINA ANJO,I25,Inverno 2025,1,4590
8936,MENINA ANJO,I26,Inverno 2026,4,3495
8936,MENINA ANJO,V26,Verão 2026,3,4427
8936,MENINA ANJO,V27,Verão 2027,6,8889
8936,VALENT,I26,Inverno 2026,4,284284
8936,VALENT,V26,Verão 2026,3,4072
8936,VALENT,V27,Verão 2027,6,5814
8968,KIKI,I25,Inverno 2025,1,5517
8968,KIKI,V26,Verão 2026,3,23654
8968,VALENT,V26,Verão 2026,3,14092
8969,KIKI,V26,Verão 2026,3,13952
8970,KIKI,I25,Inverno 2025,1,6
8988,KIKI,I25,Inverno 2025,1,6122
8988,KIKI,V26,Verão 2026,3,5726
8988,MENINA ANJO,I25,Inverno 2025,1,6866
8988,VALENT,V26,Verão 2026,3,2450
8989,KIKI,V26,Verão 2026,3,4
8997,KIKI,I25,Inverno 2025,1,11613
8997,KIKI,V26,Verão 2026,3,5
8997,KIKI,V27,Verão 2027,6,5
8997,MENINA ANJO,I25,Inverno 2025,1,8673
8999,KIKI,I26,Inverno 2026,4,2588
8999,KIKI,V26,Verão 2026,3,4419
8999,MENINA ANJO,V26,Verão 2026,3,1955
9011,KIKI,I25,Inverno 2025,1,22183
9011,KIKI,I26,Inverno 2026,4,9171
9011,KIKI,T25,Tropical 2025,2,14157
9011,KIKI,V26,Verão 2026,3,64823
9011,MENINA ANJO,I25,Inverno 2025,1,1973
9011,MENINA ANJO,I26,Inverno 2026,4,2846
9011,MENINA ANJO,T25,Tropical 2025,2,5859
9011,MENINA ANJO,V26,Verão 2026,3,15714
9017,MENINA ANJO,I26,Inverno 2026,4,6
9027,KIKI,I25,Inverno 2025,1,4321
9027,KIKI,I26,Inverno 2026,4,1
9027,KIKI,V26,Verão 2026,3,5
9027,KIKI,V27,Verão 2027,6,4
9027,MENINA ANJO,I25,Inverno 2025,1,4537
9028,KIKI,I25,Inverno 2025,1,69298
9028,KIKI,I26,Inverno 2026,4,64380
9028,KIKI,T25,Tropical 2025,2,26587
9028,KIKI,V26,Verão 2026,3,197780
9028,MENINA ANJO,I25,Inverno 2025,1,16528
9028,MENINA ANJO,I26,Inverno 2026,4,3364
9028,MENINA ANJO,T25,Tropical 2025,2,2199
9028,MENINA ANJO,V26,Verão 2026,3,18976
9028,VALENT,V26,Verão 2026,3,26335
9032,KIKI,I25,Inverno 2025,1,47254
9032,KIKI,V26,Verão 2026,3,7760
9032,MENINA ANJO,V26,Verão 2026,3,1920
9034,KIKI,I25,Inverno 2025,1,8148
9034,KIKI,V26,Verão 2026,3,266086
9034,MENINA ANJO,I25,Inverno 2025,1,3541
9035,KIKI,V26,Verão 2026,3,2
9035,VALENT,V26,Verão 2026,3,3
9121,KIKI,I26,Inverno 2026,4,631559
9121,KIKI,T26,Tropical 2026,5,20058
9121,KIKI,V26,Verão 2026,3,128851
9121,MENINA ANJO,I26,Inverno 2026,4,26840
9121,MENINA ANJO,T26,Tropical 2026,5,3831
9121,MENINA ANJO,V26,Verão 2026,3,39874
9121,VALENT,V26,Verão 2026,3,43478
9137,KIKI,I25,Inverno 2025,1,8825
9137,MENINA ANJO,I25,Inverno 2025,1,2875
9151,KIKI,I25,Inverno 2025,1,41483
9151,KIKI,V26,Verão 2026,3,86120
9151,MENINA ANJO,I25,Inverno 2025,1,11596
9151,MENINA ANJO,V26,Verão 2026,3,26293
9154,KIKI,I26,Inverno 2026,4,1501
9154,KIKI,V26,Verão 2026,3,6838
9154,KIKI,V27,Verão 2027,6,5852
9154,MENINA ANJO,I26,Inverno 2026,4,8147
9154,MENINA ANJO,V26,Verão 2026,3,2270
9154,MENINA ANJO,V27,Verão 2027,6,15016
9154,VALENT,V27,Verão 2027,6,11034
9155,KIKI,V26,Verão 2026,3,3129
9155,MENINA ANJO,V26,Verão 2026,3,1810
9155,VALENT,V26,Verão 2026,3,5262
9170,KIKI,I25,Inverno 2025,1,2527
9174,KIKI,I26,Inverno 2026,4,56891
9174,KIKI,T26,Tropical 2026,5,2512
9174,KIKI,V26,Verão 2026,3,41414
9174,MENINA ANJO,I26,Inverno 2026,4,819003
9174,MENINA ANJO,V26,Verão 2026,3,11552
9174,VALENT,I26,Inverno 2026,4,10556
9174,VALENT,T26,Tropical 2026,5,2563
9175,KIKI,V26,Verão 2026,3,14
9176,KIKI,I25,Inverno 2025,1,2288
9176,KIKI,I26,Inverno 2026,4,4104
9176,KIKI,V26,Verão 2026,3,10137
9177,KIKI,I25,Inverno 2025,1,12503
9177,KIKI,I26,Inverno 2026,4,411199
9177,KIKI,V26,Verão 2026,3,16701
9177,KIKI,V27,Verão 2027,6,23587
9177,MENINA ANJO,I25,Inverno 2025,1,3974
9177,MENINA ANJO,I26,Inverno 2026,4,7502
9177,MENINA ANJO,V26,Verão 2026,3,16150
9177,MENINA ANJO,V27,Verão 2027,6,11156
9177,VALENT,I26,Inverno 2026,4,1179806
9177,VALENT,V27,Verão 2027,6,5299
9183,KIKI,V26,Verão 2026,3,62300
9183,KIKI,V27,Verão 2027,6,93309
9183,MENINA ANJO,V26,Verão 2026,3,28511
9183,MENINA ANJO,V27,Verão 2027,6,50115
9183,VALENT,V26,Verão 2026,3,62135
9183,VALENT,V27,Verão 2027,6,26917
9204,KIKI,I25,Inverno 2025,1,15467
9204,KIKI,I26,Inverno 2026,4,26592
9204,KIKI,V26,Verão 2026,3,17094
9204,KIKI,V27,Verão 2027,6,1495267
9204,MENINA ANJO,V26,Verão 2026,3,22826
9204,MENINA ANJO,V27,Verão 2027,6,1077011
9204,VALENT,V26,Verão 2026,3,2158
9205,KIKI,I25,Inverno 2025,1,8926
9205,KIKI,I26,Inverno 2026,4,26592
9205,KIKI,V26,Verão 2026,3,26
9205,KIKI,V27,Verão 2027,6,1495267
9205,MENINA ANJO,V27,Verão 2027,6,1077011
9206,KIKI,I25,Inverno 2025,1,12690
9206,KIKI,I26,Inverno 2026,4,26592
9206,KIKI,V26,Verão 2026,3,26
9206,KIKI,V27,Verão 2027,6,1495267
9206,MENINA ANJO,V27,Verão 2027,6,1077011
9210,KIKI,I25,Inverno 2025,1,22858
9210,KIKI,V26,Verão 2026,3,36354
9210,KIKI,V27,Verão 2027,6,19114
9210,MENINA ANJO,I25,Inverno 2025,1,13705
9210,MENINA ANJO,I26,Inverno 2026,4,2383
9210,MENINA ANJO,V26,Verão 2026,3,29457
9210,MENINA ANJO,V27,Verão 2027,6,413163
9210,VALENT,I26,Inverno 2026,4,150779
9210,VALENT,V26,Verão 2026,3,24069
9210,VALENT,V27,Verão 2027,6,14368
9212,KIKI,V26,Verão 2026,3,5
9212,MENINA ANJO,I26,Inverno 2026,4,520960
9215,KIKI,I25,Inverno 2025,1,4136
9215,KIKI,V26,Verão 2026,3,384962
9217,KIKI,I25,Inverno 2025,1,12176
9217,KIKI,I26,Inverno 2026,4,10881
9217,KIKI,T25,Tropical 2025,2,3312
9217,KIKI,V26,Verão 2026,3,3615
9217,KIKI,V27,Verão 2027,6,1248084
9217,MENINA ANJO,V26,Verão 2026,3,8
9222,KIKI,V26,Verão 2026,3,2108
9222,VALENT,V26,Verão 2026,3,2675
9230,KIKI,V26,Verão 2026,3,21494
9230,KIKI,V27,Verão 2027,6,13575
9230,MENINA ANJO,V27,Verão 2027,6,3820
9230,VALENT,V27,Verão 2027,6,1582
9232,KIKI,I25,Inverno 2025,1,45703
9232,KIKI,I26,Inverno 2026,4,29330
9232,KIKI,V26,Verão 2026,3,65662
9232,KIKI,V27,Verão 2027,6,40872
9232,MENINA ANJO,I25,Inverno 2025,1,12415
9232,MENINA ANJO,I26,Inverno 2026,4,9133
9232,MENINA ANJO,V26,Verão 2026,3,6988
9232,MENINA ANJO,V27,Verão 2027,6,16692
9232,VALENT,I26,Inverno 2026,4,3694
9232,VALENT,V26,Verão 2026,3,3636
9232,VALENT,V27,Verão 2027,6,15462
9234,KIKI,I26,Inverno 2026,4,65021
9234,KIKI,V26,Verão 2026,3,4922
9234,MENINA ANJO,V26,Verão 2026,3,8262
9234,VALENT,I26,Inverno 2026,4,2450577
9234,VALENT,V26,Verão 2026,3,34891
9250,KIKI,I26,Inverno 2026,4,7103
9250,KIKI,V26,Verão 2026,3,4176
9262,KIKI,I26,Inverno 2026,4,2630
9262,KIKI,V26,Verão 2026,3,15730
9295,KIKI,I25,Inverno 2025,1,14
9295,KIKI,V26,Verão 2026,3,12
9295,KIKI,V27,Verão 2027,6,12412
9295,MENINA ANJO,I25,Inverno 2025,1,32
9295,VALENT,V26,Verão 2026,3,13
9295,VALENT,V27,Verão 2027,6,12
9300,KIKI,V26,Verão 2026,3,5016
9301,KIKI,V26,Verão 2026,3,3960
9306,KIKI,I25,Inverno 2025,1,17317
9306,KIKI,I26,Inverno 2026,4,4
9306,KIKI,V27,Verão 2027,6,259360
9320,KIKI,I26,Inverno 2026,4,14163
9320,KIKI,V26,Verão 2026,3,2239
9320,KIKI,V27,Verão 2027,6,713741
9320,MENINA ANJO,I26,Inverno 2026,4,2946
9320,MENINA ANJO,V26,Verão 2026,3,2675
9320,MENINA ANJO,V27,Verão 2027,6,5388
9320,VALENT,V26,Verão 2026,3,2158
9320,VALENT,V27,Verão 2027,6,6311
9323,KIKI,V26,Verão 2026,3,9
9324,KIKI,I25,Inverno 2025,1,2138
9324,KIKI,I26,Inverno 2026,4,8888
9324,KIKI,V26,Verão 2026,3,102036
9324,MENINA ANJO,V26,Verão 2026,3,55962
9324,VALENT,V26,Verão 2026,3,66820
9325,KIKI,V26,Verão 2026,3,6078
9325,MENINA ANJO,V26,Verão 2026,3,6982
9335,KIKI,V26,Verão 2026,3,15103
9341,KIKI,V26,Verão 2026,3,21514
9341,MENINA ANJO,V26,Verão 2026,3,5978
9356,KIKI,I26,Inverno 2026,4,1
9356,KIKI,V26,Verão 2026,3,1
9356,VALENT,I26,Inverno 2026,4,2
9366,KIKI,I25,Inverno 2025,1,10834
9366,KIKI,I26,Inverno 2026,4,1501
9366,KIKI,V26,Verão 2026,3,17183
9366,MENINA ANJO,I25,Inverno 2025,1,11340
9366,VALENT,I26,Inverno 2026,4,1078500
9366,VALENT,V27,Verão 2027,6,4491
9379,KIKI,I25,Inverno 2025,1,7259
9379,KIKI,I26,Inverno 2026,4,5
9379,MENINA ANJO,I25,Inverno 2025,1,9806
9379,MENINA ANJO,I26,Inverno 2026,4,520960
9379,VALENT,V26,Verão 2026,3,3
9390,KIKI,I25,Inverno 2025,1,16
9390,KIKI,I26,Inverno 2026,4,3
9390,KIKI,V26,Verão 2026,3,2
9390,MENINA ANJO,I25,Inverno 2025,1,3
9390,MENINA ANJO,I26,Inverno 2026,4,781440
9390,MENINA ANJO,V26,Verão 2026,3,3
9396,KIKI,I25,Inverno 2025,1,4734
9405,KIKI,I26,Inverno 2026,4,2
9405,KIKI,V26,Verão 2026,3,1
9414,KIKI,I25,Inverno 2025,1,15374
9414,KIKI,T25,Tropical 2025,2,505
9414,MENINA ANJO,I25,Inverno 2025,1,9340
9414,MENINA ANJO,T25,Tropical 2025,2,543
9415,VALENT,I26,Inverno 2026,4,537
9416,KIKI,I25,Inverno 2025,1,1776
9416,MENINA ANJO,I25,Inverno 2025,1,3300
9419,KIKI,I25,Inverno 2025,1,31772
9419,KIKI,V27,Verão 2027,6,1
9429,KIKI,I25,Inverno 2025,1,9
9429,KIKI,V26,Verão 2026,3,513280
9474,KIKI,I25,Inverno 2025,1,9343
9474,KIKI,I26,Inverno 2026,4,4
9474,KIKI,V26,Verão 2026,3,5
9474,KIKI,V27,Verão 2027,6,518725
9474,MENINA ANJO,I26,Inverno 2026,4,520960
9477,KIKI,I25,Inverno 2025,1,8
9477,MENINA ANJO,I25,Inverno 2025,1,23
9478,KIKI,V26,Verão 2026,3,14690
9478,MENINA ANJO,V26,Verão 2026,3,5614
9478,VALENT,V26,Verão 2026,3,5206
9479,KIKI,V26,Verão 2026,3,712
9479,MENINA ANJO,V26,Verão 2026,3,5850
9479,VALENT,V26,Verão 2026,3,2822
9482,KIKI,I25,Inverno 2025,1,9700
9482,KIKI,I26,Inverno 2026,4,3
9482,KIKI,V26,Verão 2026,3,3
9482,MENINA ANJO,I25,Inverno 2025,1,18976
9483,KIKI,I26,Inverno 2026,4,3
9483,KIKI,V26,Verão 2026,3,266080
9483,KIKI,V27,Verão 2027,6,518720
9483,MENINA ANJO,I26,Inverno 2026,4,520960
9502,MENINA ANJO,I26,Inverno 2026,4,4752
9502,MENINA ANJO,V26,Verão 2026,3,2855
9502,MENINA ANJO,V27,Verão 2027,6,2770
9502,VALENT,I26,Inverno 2026,4,1044300
9502,VALENT,V27,Verão 2027,6,7076
9532,KIKI,I25,Inverno 2025,1,4091
9532,KIKI,V26,Verão 2026,3,17593
9535,KIKI,I26,Inverno 2026,4,10967
9535,KIKI,V27,Verão 2027,6,15548
9535,VALENT,I26,Inverno 2026,4,599400
9535,VALENT,V27,Verão 2027,6,1928
9536,KIKI,V26,Verão 2026,3,7289
9536,MENINA ANJO,V26,Verão 2026,3,10750
9540,KIKI,I25,Inverno 2025,1,4468
9540,KIKI,V26,Verão 2026,3,143820
9540,MENINA ANJO,I25,Inverno 2025,1,5960
9540,VALENT,V26,Verão 2026,3,145350
9552,KIKI,I25,Inverno 2025,1,2618
9552,KIKI,I26,Inverno 2026,4,11
9558,KIKI,I25,Inverno 2025,1,15044
9558,KIKI,I26,Inverno 2026,4,2816
9558,KIKI,V26,Verão 2026,3,4198
9558,VALENT,I26,Inverno 2026,4,516900
9587,KIKI,I25,Inverno 2025,1,2
9587,KIKI,I26,Inverno 2026,4,6770
9587,KIKI,V26,Verão 2026,3,10532
9587,MENINA ANJO,I25,Inverno 2025,1,4
9592,KIKI,I25,Inverno 2025,1,11088
9592,KIKI,I26,Inverno 2026,4,9010
9592,KIKI,V26,Verão 2026,3,1357
9592,MENINA ANJO,I25,Inverno 2025,1,11524
9592,MENINA ANJO,V26,Verão 2026,3,2603
9597,KIKI,I25,Inverno 2025,1,3794
9597,KIKI,V26,Verão 2026,3,7
9607,KIKI,I25,Inverno 2025,1,19060
9607,KIKI,I26,Inverno 2026,4,2549
9607,KIKI,V26,Verão 2026,3,28264
9607,MENINA ANJO,I25,Inverno 2025,1,2675
9607,MENINA ANJO,I26,Inverno 2026,4,6332
9607,MENINA ANJO,V26,Verão 2026,3,2675
9607,VALENT,V26,Verão 2026,3,2158
9624,KIKI,I25,Inverno 2025,1,4010
9624,KIKI,V26,Verão 2026,3,5681
9624,KIKI,V27,Verão 2027,6,525900
9624,MENINA ANJO,V26,Verão 2026,3,39870
9624,MENINA ANJO,V27,Verão 2027,6,797558
9624,VALENT,V26,Verão 2026,3,2158
9632,KIKI,I25,Inverno 2025,1,29037
9632,MENINA ANJO,I25,Inverno 2025,1,8238
9655,KIKI,V26,Verão 2026,3,384962
9656,KIKI,I25,Inverno 2025,1,4518
9656,KIKI,V26,Verão 2026,3,89666
9656,MENINA ANJO,I25,Inverno 2025,1,2968
9656,MENINA ANJO,V26,Verão 2026,3,21931
9656,VALENT,V26,Verão 2026,3,15160
9667,KIKI,V26,Verão 2026,3,10436
9680,KIKI,I25,Inverno 2025,1,4136
9680,KIKI,V26,Verão 2026,3,513282
9685,KIKI,I25,Inverno 2025,1,8804
9713,KIKI,I25,Inverno 2025,1,17202
9713,KIKI,I26,Inverno 2026,4,3
9713,KIKI,V27,Verão 2027,6,3317
9713,MENINA ANJO,I25,Inverno 2025,1,15040
9713,MENINA ANJO,I26,Inverno 2026,4,130240
9713,VALENT,V26,Verão 2026,3,4
9724,KIKI,I25,Inverno 2025,1,6704
9724,KIKI,I26,Inverno 2026,4,4
9724,KIKI,V26,Verão 2026,3,5
9724,KIKI,V27,Verão 2027,6,842080
9724,VALENT,V26,Verão 2026,3,3
9748,KIKI,I25,Inverno 2025,1,1540803
9768,KIKI,V26,Verão 2026,3,2621
9768,MENINA ANJO,V26,Verão 2026,3,5607
9780,KIKI,I25,Inverno 2025,1,7012
9780,KIKI,I26,Inverno 2026,4,3
9780,KIKI,V26,Verão 2026,3,2
9780,KIKI,V27,Verão 2027,6,518731
9780,MENINA ANJO,I25,Inverno 2025,1,9851
9780,MENINA ANJO,I26,Inverno 2026,4,260480
9808,KIKI,I26,Inverno 2026,4,9
9808,KIKI,V26,Verão 2026,3,1045441
9808,MENINA ANJO,I25,Inverno 2025,1,5911
9815,KIKI,V26,Verão 2026,3,4365
9815,KIKI,V27,Verão 2027,6,534426
9815,MENINA ANJO,V27,Verão 2027,6,515400
9815,VALENT,V27,Verão 2027,6,1654
9820,KIKI,I25,Inverno 2025,1,6704
9820,KIKI,V27,Verão 2027,6,2
9820,VALENT,V26,Verão 2026,3,3
9822,KIKI,I25,Inverno 2025,1,8
9822,KIKI,I26,Inverno 2026,4,1
9822,KIKI,V26,Verão 2026,3,1
9844,KIKI,I25,Inverno 2025,1,4029
9852,KIKI,I25,Inverno 2025,1,42908
9852,KIKI,I26,Inverno 2026,4,397791
9852,KIKI,V26,Verão 2026,3,15147
9852,KIKI,V27,Verão 2027,6,8694
9852,MENINA ANJO,I25,Inverno 2025,1,10188
9852,MENINA ANJO,V26,Verão 2026,3,4946
9852,MENINA ANJO,V27,Verão 2027,6,3402
9852,VALENT,I26,Inverno 2026,4,285610
9852,VALENT,V26,Verão 2026,3,817
9855,KIKI,I25,Inverno 2025,1,1726
9855,KIKI,I26,Inverno 2026,4,1501
9855,KIKI,V26,Verão 2026,3,10354
9855,KIKI,V27,Verão 2027,6,8884
9855,MENINA ANJO,V26,Verão 2026,3,2531
9855,VALENT,V26,Verão 2026,3,2165
9855,VALENT,V27,Verão 2027,6,5753
9857,KIKI,V26,Verão 2026,3,2275
9864,KIKI,I25,Inverno 2025,1,9665
9864,KIKI,I26,Inverno 2026,4,9
9864,KIKI,V26,Verão 2026,3,7
9864,MENINA ANJO,I25,Inverno 2025,1,9
9864,MENINA ANJO,I26,Inverno 2026,4,8
9880,MENINA ANJO,V26,Verão 2026,3,2936
9895,KIKI,I26,Inverno 2026,4,41764
9895,KIKI,V26,Verão 2026,3,59387
9895,MENINA ANJO,I26,Inverno 2026,4,10949
9895,MENINA ANJO,V26,Verão 2026,3,6949
9895,VALENT,V26,Verão 2026,3,34658
9896,KIKI,I26,Inverno 2026,4,41764
9896,KIKI,V26,Verão 2026,3,59387
9896,MENINA ANJO,I26,Inverno 2026,4,10949
9896,MENINA ANJO,V26,Verão 2026,3,6949
9896,VALENT,V26,Verão 2026,3,34658
9897,KIKI,I26,Inverno 2026,4,41764
9897,KIKI,V26,Verão 2026,3,59387
9897,MENINA ANJO,I26,Inverno 2026,4,10949
9897,MENINA ANJO,V26,Verão 2026,3,6949
9897,VALENT,V26,Verão 2026,3,34658
9906,KIKI,I25,Inverno 2025,1,10394
9906,KIKI,I26,Inverno 2026,4,3
9906,MENINA ANJO,I25,Inverno 2025,1,5528
9909,KIKI,I25,Inverno 2025,1,12798
9909,KIKI,V27,Verão 2027,6,402480
9909,MENINA ANJO,I25,Inverno 2025,1,6129
9912,KIKI,I25,Inverno 2025,1,18091
9912,KIKI,I26,Inverno 2026,4,15932
9912,KIKI,V26,Verão 2026,3,20683
9912,MENINA ANJO,I25,Inverno 2025,1,4502
9912,MENINA ANJO,I26,Inverno 2026,4,5004
9912,MENINA ANJO,V26,Verão 2026,3,2567
9912,VALENT,I26,Inverno 2026,4,5650
9912,VALENT,V26,Verão 2026,3,2158
9923,KIKI,I25,Inverno 2025,1,3330
9923,KIKI,I26,Inverno 2026,4,4
9923,KIKI,V26,Verão 2026,3,784082
9930,KIKI,I26,Inverno 2026,4,20470
9930,KIKI,V26,Verão 2026,3,9727
9933,KIKI,I25,Inverno 2025,1,14
9933,KIKI,V26,Verão 2026,3,25
9933,KIKI,V27,Verão 2027,6,12412
9933,MENINA ANJO,I25,Inverno 2025,1,32
9933,VALENT,V27,Verão 2027,6,12
9934,KIKI,V27,Verão 2027,6,5
9937,KIKI,I25,Inverno 2025,1,6329
9937,KIKI,V26,Verão 2026,3,92776
