codcli,profile
16140,NOVO 24
16141,REGULAR
16142,REGULAR
16143,NOVO 24
16144,NOVO 24
16145,REGULAR
16146,REGULAR
16147,REGULAR
16148,NOVO 24
16149,REGULAR
16151,NOVO 24
16154,REGULAR
16156,NOVO 24
16157,REGULAR
16160,REGULAR
16161,NOVO 24
16167,NOVO 24
16169,REGULAR
16170,REGULAR
16171,NOVO 24
16172,REGULAR
16173,REGULAR
16174,REGULAR
16175,NOVO 24
16177,NOVO 24
16179,REGULAR
16180,REGULAR
16181,NOVO 24
16182,REGULAR
16186,REGULAR
16187,NOVO 24
16188,REGULAR
16189,REGULAR
16190,REGULAR
16191,NOVO 24
16192,REGULAR
16193,NOVO 24
16194,REGULAR
16200,NOVO 24
16201,REGULAR
16202,REGULAR
16206,REGULAR
16207,NOVO 25
16208,NOVO 24
16209,NOVO 24
16210,REGULAR
16212,NOVO 24
16213,NOVO 24
16216,NOVO 24
16217,NOVO 24
16218,REGULAR
16223,NOVO 24
16224,REGULAR
16225,REGULAR
16226,REGULAR
16227,NOVO 24
16229,NOVO 24
16231,NOVO 24
16232,NOVO 24
16234,NOVO 24
16236,REGULAR
16240,REGULAR
16241,REGULAR
16246,NOVO 24
16247,NOVO 24
16249,REGULAR
16250,NOVO 24
16251,NOVO 24
16252,REGULAR
16253,NOVO 24
16254,NOVO 24
16256,REGULAR
16257,NOVO 24
16258,NOVO 24
16259,REGULAR
16261,REGULAR
16264,REGULAR
16265,NOVO 24
16266,NOVO 24
16267,NOVO 24
16268,NOVO 24
16269,NOVO 24
16271,REGULAR
16274,NOVO 24
16278,NOVO 24
16279,NOVO 24
16280,REGULAR
16281,REGULAR
16282,REGULAR
16283,NOVO 24
16285,REGULAR
16287,REGULAR
16288,REGULAR
16289,NOVO 24
16290,NOVO 24
16291,REGULAR
16293,NOVO 24
16295,REGULAR
16296,NOVO 24
16297,NOVO 24
16305,REGULAR
16307,REGULAR
16308,REGULAR
16309,REGULAR
16310,NOVO 24
16311,NOVO 24
16312,NOVO 24
16314,REGULAR
16315,NOVO 24
16317,REGULAR
16320,NOVO 24
16321,NOVO 25
16324,REGULAR
16325,NOVO 25
16330,NOVO 25
16333,NOVO 25
16334,NOVO 25
16336,REGULAR
16337,NOVO 24
16338,REGULAR
16342,REGULAR
16344,REGULAR
16345,NOVO 25
16355,NOVO 25
16357,NOVO 24
16359,NOVO 25
16361,NOVO 24
16364,REGULAR
16366,NOVO 25
16370,REGULAR
16371,REGULAR
16374,REGULAR
16376,REGULAR
16383,NOVO 25
16384,NOVO 24
16386,NOVO 25
16387,NOVO 25
16390,NOVO 25
16393,NOVO 25
16399,REGULAR
16400,REGULAR
16404,NOVO 25
16416,REGULAR
16418,REGULAR
16426,REGULAR
16430,NOVO 25
16431,NOVO 25
16435,REGULAR
16436,NOVO 25
16439,REGULAR
16440,REGULAR
16441,NOVO 25
16442,REGULAR
16445,NOVO 25
16448,REGULAR
16450,REGULAR
16451,REGULAR
16452,REGULAR
16453,REGULAR
16456,REGULAR
16463,NOVO 25
16464,REGULAR
16465,REGULAR
16466,NOVO 25
16467,REGULAR
16468,NOVO 25
16469,REGULAR
16471,REGULAR
16472,REGULAR
16473,REGULAR
16474,NOVO 24
16476,REGULAR
16477,REGULAR
16479,NOVO 25
16496,REGULAR
16497,NOVO 25
16500,REGULAR
16501,REGULAR
16504,REGULAR
16506,REGULAR
16508,REGULAR
16509,REGULAR
16510,REGULAR
16513,REGULAR
16514,REGULAR
16515,REGULAR
16516,REGULAR
16518,NOVO 25
16519,REGULAR
16520,REGULAR
16521,REGULAR
16522,REGULAR
16524,REGULAR
16526,NOVO 25
16527,REGULAR
16528,REGULAR
16529,NOVO 25
16530,NOVO 25
16531,REGULAR
16534,REGULAR
16536,REGULAR
16537,REGULAR
16538,REGULAR
16539,REGULAR
16540,REGULAR
16541,REGULAR
16544,NOVO 25
16548,REGULAR
16549,REGULAR
16550,REGULAR
16552,REGULAR
16554,REGULAR
16555,REGULAR
16558,NOVO 25
16560,REGULAR
16563,REGULAR
16564,NOVO 25
16565,NOVO 25
16566,NOVO 25
16570,REGULAR
16571,REGULAR
16573,REGULAR
16574,REGULAR
16576,REGULAR
16577,REGULAR
16584,REGULAR
16588,REGULAR
16592,REGULAR
16602,REGULAR
16614,REGULAR
16628,REGULAR
16629,REGULAR
16630,REGULAR
16631,REGULAR
16632,REGULAR
16633,REGULAR
16637,REGULAR
16638,REGULAR
16640,REGULAR
16642,REGULAR
16652,NOVO 25
16656,NOVO 25
16657,REGULAR
16659,NOVO 25
16665,REGULAR
16666,REGULAR
16667,REGULAR
16671,REGULAR
16673,NOVO 25
16674,REGULAR
16682,NOVO 25
16683,REGULAR
16685,REGULAR
16686,REGULAR
16687,REGULAR
16698,REGULAR
16699,NOVO 25
16702,REGULAR
16707,REGULAR
16710,REGULAR
16713,REGULAR
16714,REGULAR
16715,REGULAR
16717,REGULAR
16720,REGULAR
16721,REGULAR
16722,REGULAR
16724,NOVO 25
16726,NOVO 25
16727,NOVO 25
16735,REGULAR
16736,REGULAR
16740,NOVO 25
16746,REGULAR
16749,NOVO 25
16750,NOVO 25
16753,NOVO 25
16754,REGULAR
16755,REGULAR
16756,REGULAR
16759,REGULAR
16764,REGULAR
16772,REGULAR
16774,REGULAR
16775,REGULAR
16783,REGULAR
16789,REGULAR
16809,REGULAR
16810,REGULAR
16811,NOVO 25
16812,NOVO 25
16814,REGULAR
16815,REGULAR
16816,NOVO 25
16817,REGULAR
16823,REGULAR
16824,REGULAR
16832,REGULAR
16834,NOVO 25
16836,REGULAR
16837,REGULAR
16838,REGULAR
16839,NOVO 25
16840,REGULAR
16848,REGULAR
16860,REGULAR
16864,NOVO 25
16876,REGULAR
16877,REGULAR
16878,REGULAR
16882,REGULAR
16883,REGULAR
16889,REGULAR
16891,NOVO 25
16893,NOVO 25
16894,REGULAR
16906,REGULAR
16919,REGULAR
16940,REGULAR
16943,REGULAR
16948,NOVO 25
16950,NOVO 25
16958,NOVO 25
16964,REGULAR
16983,NOVO 25
16994,REGULAR
17004,REGULAR
17007,REGULAR
17013,REGULAR
17016,REGULAR
17020,REGULAR
17027,REGULAR
17028,REGULAR
17029,REGULAR
17032,NOVO 25
17033,NOVO 25
17041,REGULAR
17043,NOVO 25
17044,REGULAR
17045,REGULAR
17046,REGULAR
17047,REGULAR
17048,NOVO 25
17051,NOVO 25
17052,NOVO 25
17053,REGULAR
17054,REGULAR
17055,NOVO 25
17056,NOVO 25
17057,REGULAR
17058,REGULAR
17062,REGULAR
17063,NOVO 25
17064,NOVO 25
17065,REGULAR
17067,REGULAR
17068,NOVO 25
17072,NOVO 25
17073,REGULAR
17074,REGULAR
17075,NOVO 25
17076,REGULAR
17077,NOVO 25
17080,NOVO 25
17081,REGULAR
17083,NOVO 25
17086,REGULAR
17087,NOVO 25
17089,NOVO 25
17090,REGULAR
17091,NOVO 25
17097,NOVO 25
17098,NOVO 25
17102,NOVO 25
17104,NOVO 25
17106,REGULAR
17107,REGULAR
17108,REGULAR
17112,NOVO 25
17113,REGULAR
17114,NOVO 25
17115,NOVO 25
17117,NOVO 25
17118,REGULAR
17120,REGULAR
17121,NOVO 25
17122,REGULAR
17124,NOVO 25
17125,NOVO 25
17127,REGULAR
17128,NOVO 25
17132,NOVO 25
17133,NOVO 25
17135,NOVO 25
17140,REGULAR
17141,REGULAR
17146,REGULAR
17149,NOVO 25
17150,NOVO 25
17152,REGULAR
17154,REGULAR
17155,NOVO 25
17156,NOVO 25
17157,NOVO 25
17160,REGULAR
17161,NOVO 25
17164,NOVO 25
17165,REGULAR
17166,NOVO 25
17167,NOVO 25
17168,NOVO 25
17169,NOVO 25
17172,REGULAR
17176,NOVO 25
17177,NOVO 25
17178,NOVO 25
17180,NOVO 25
17181,NOVO 25
17183,NOVO 25
17184,NOVO 25
17185,REGULAR
17186,REGULAR
17187,REGULAR
17191,NOVO 25
17193,REGULAR
17194,REGULAR
17195,NOVO 25
17196,NOVO 25
17201,NOVO 25
17202,REGULAR
17203,NOVO 25
17205,REGULAR
17206,REGULAR
17208,REGULAR
17209,REGULAR
17211,NOVO 25
17212,NOVO 25
17213,NOVO 25
17214,REGULAR
17216,NOVO 25
17220,NOVO 25
17221,NOVO 25
17222,NOVO 25
17223,REGULAR
17224,REGULAR
17227,NOVO 25
17228,NOVO 25
17230,REGULAR
17233,NOVO 25
17234,NOVO 25
17235,NOVO 25
17237,REGULAR
17238,REGULAR
17239,NOVO 25
17240,NOVO 25
17242,NOVO 25
17244,REGULAR
17245,NOVO 25
17251,NOVO 25
17252,NOVO 25
17253,REGULAR
17255,NOVO 25
17256,REGULAR
17261,NOVO 25
17265,NOVO 25
17266,NOVO 25
17268,NOVO 25
17269,NOVO 25
17270,NOVO 25
17271,REGULAR
17272,NOVO 25
17276,NOVO 25
17278,REGULAR
17284,NOVO 25
17286,NOVO 25
17287,NOVO 25
17288,NOVO 25
17291,NOVO 25
17293,REGULAR
17294,NOVO 25
17295,NOVO 25
17297,REGULAR
17298,NOVO 25
17301,NOVO 25
17302,NOVO 25
17309,NOVO 25
17310,REGULAR
17312,REGULAR
17318,NOVO 25
17319,NOVO 25
17322,NOVO 25
17323,REGULAR
17324,NOVO 25
17325,REGULAR
17328,REGULAR
17329,NOVO 25
17334,NOVO 25
17335,NOVO 25
17336,NOVO 25
17337,REGULAR
17344,NOVO 25
17347,NOVO 25
17350,NOVO 25
17351,NOVO 25
17354,REGULAR
17358,NOVO 25
17359,NOVO 25
17360,NOVO 25
17361,NOVO 25
17363,NOVO 25
17366,REGULAR
17370,REGULAR
17371,REGULAR
17372,NOVO 25
17375,NOVO 25
17376,NOVO 25
17377,NOVO 25
17378,NOVO 25
17381,REGULAR
17382,NOVO 25
17386,NOVO 25
17390,NOVO 25
17391,NOVO 25
17395,NOVO 25
17398,REGULAR
17399,NOVO 25
17400,NOVO 25
17401,REGULAR
17402,REGULAR
17407,NOVO 25
17409,REGULAR
17410,NOVO 25
17411,NOVO 25
17412,NOVO 25
17416,NOVO 25
17419,NOVO 25
17420,NOVO 26
17421,NOVO 25
17422,NOVO 25
17424,NOVO 25
17427,NOVO 25
17428,REGULAR
17429,REGULAR
17430,NOVO 25
17432,NOVO 25
17433,NOVO 25
17435,NOVO 25
17436,REGULAR
17437,NOVO 25
17441,NOVO 25
17443,NOVO 25
17446,NOVO 25
17452,NOVO 25
17453,NOVO 25
17456,REGULAR
17457,REGULAR
17459,REGULAR
17460,NOVO 25
17464,REGULAR
17476,NOVO 25
17477,NOVO 25
17479,NOVO 25
17483,NOVO 25
17486,NOVO 25
17488,REGULAR
17489,NOVO 25
17491,NOVO 25
17495,NOVO 25
17498,NOVO 25
17499,REGULAR
17500,REGULAR
17501,REGULAR
17502,REGULAR
17503,REGULAR
17504,NOVO 25
17505,NOVO 25
17506,NOVO 25
17507,NOVO 25
17509,NOVO 25
17510,NOVO 25
17511,NOVO 25
17512,REGULAR
17513,REGULAR
17514,NOVO 25
17515,REGULAR
17519,NOVO 25
17520,NOVO 25
17521,NOVO 25
17523,NOVO 25
17524,NOVO 25
17525,REGULAR
17526,NOVO 25
17527,NOVO 25
17531,NOVO 25
17532,NOVO 25
17533,NOVO 25
17534,NOVO 25
17537,REGULAR
17538,NOVO 25
17540,REGULAR
17541,REGULAR
17545,NOVO 25
17546,NOVO 25
17547,NOVO 25
17549,NOVO 25
17550,NOVO 25
17551,REGULAR
17552,NOVO 25
17553,REGULAR
17554,REGULAR
17555,NOVO 25
17556,NOVO 25
17557,NOVO 25
17558,NOVO 25
17559,NOVO 25
17565,REGULAR
17568,NOVO 25
17569,REGULAR
17570,REGULAR
17571,NOVO 25
17572,REGULAR
17574,NOVO 25
17575,NOVO 25
17576,NOVO 25
17577,REGULAR
17579,NOVO 25
17582,REGULAR
17583,NOVO 25
17584,NOVO 25
17585,REGULAR
17588,NOVO 25
17589,REGULAR
17590,NOVO 25
17593,NOVO 25
17594,NOVO 25
17596,NOVO 25
17597,NOVO 25
17598,NOVO 25
17599,NOVO 25
17600,REGULAR
17601,NOVO 25
17602,NOVO 25
17603,NOVO 25
17606,NOVO 25
17610,NOVO 25
17616,REGULAR
17632,NOVO 25
17633,NOVO 25
17635,NOVO 25
17636,REGULAR
17638,NOVO 25
17639,NOVO 25
17640,NOVO 25
17641,REGULAR
17644,NOVO 25
17646,NOVO 25
17648,NOVO 25
17649,NOVO 25
17650,NOVO 25
17651,NOVO 25
17652,NOVO 25
17655,NOVO 25
17659,REGULAR
17660,NOVO 25
17661,NOVO 25
17663,NOVO 25
17664,NOVO 25
17667,NOVO 25
17668,REGULAR
17670,NOVO 25
17672,REGULAR
17673,NOVO 25
17676,NOVO 25
17677,REGULAR
17680,NOVO 25
17684,NOVO 25
17686,NOVO 25
17691,NOVO 25
17692,NOVO 25
17693,REGULAR
17696,REGULAR
17698,NOVO 25
17701,REGULAR
17704,NOVO 25
17709,NOVO 25
17711,NOVO 25
17714,NOVO 25
17715,NOVO 26
17716,NOVO 25
17719,NOVO 25
17727,NOVO 25
17728,NOVO 25
17732,NOVO 25
17733,NOVO 25
17734,NOVO 25
17735,REGULAR
17736,REGULAR
17737,NOVO 25
17738,REGULAR
17739,REGULAR
17742,NOVO 25
17746,NOVO 25
17747,NOVO 25
17748,NOVO 25
17750,NOVO 25
17752,NOVO 25
17753,NOVO 25
17756,NOVO 25
17757,REGULAR
17761,NOVO 25
17763,NOVO 25
17766,NOVO 26
17767,NOVO 25
17775,NOVO 25
17778,NOVO 25
17780,NOVO 25
17781,NOVO 25
17783,NOVO 25
17786,NOVO 25
17788,REGULAR
17793,NOVO 25
17794,NOVO 25
17797,REGULAR
17798,NOVO 25
17801,NOVO 25
17804,REGULAR
17805,NOVO 25
17807,NOVO 25
17808,NOVO 25
17809,REGULAR
17812,REGULAR
17814,NOVO 25
17818,NOVO 25
17823,NOVO 25
17829,NOVO 25
17831,NOVO 25
17832,NOVO 25
17834,NOVO 25
17835,REGULAR
17836,NOVO 26
17838,NOVO 25
17845,NOVO 25
17848,NOVO 25
17854,NOVO 25
17855,REGULAR
17860,NOVO 25
17863,NOVO 25
17864,NOVO 25
17865,NOVO 26
17868,NOVO 26
17875,NOVO 26
17885,REGULAR
17897,NOVO 25
17904,NOVO 26
17912,REGULAR
17917,NOVO 25
17929,NOVO 26
17930,NOVO 26
17937,NOVO 26
17939,NOVO 25
17944,NOVO 26
17975,NOVO 25
17977,NOVO 26
17980,NOVO 26
17986,NOVO 26
17989,NOVO 26
17991,NOVO 26
18001,NOVO 26
18006,NOVO 26
18007,NOVO 26
18010,NOVO 26
18021,NOVO 26
18022,NOVO 26
18024,NOVO 26
18028,NOVO 26
18032,NOVO 26
18033,NOVO 26
18034,NOVO 26
18037,NOVO 26
18045,NOVO 25
18085,NOVO 26
18088,NOVO 26
18090,NOVO 26
18097,NOVO 26
18099,NOVO 26
18102,NOVO 26
18105,NOVO 26
18106,REGULAR
18110,NOVO 26
18115,REGULAR
18116,NOVO 25
18120,NOVO 26
18123,NOVO 26
18124,NOVO 26
18126,NOVO 26
18127,NOVO 26
18130,NOVO 26
18134,NOVO 26
18136,NOVO 26
18141,NOVO 26
18142,NOVO 26
18143,NOVO 25
18144,NOVO 26
18155,NOVO 26
18156,NOVO 26
18157,NOVO 26
18158,NOVO 26
18163,NOVO 26
18168,NOVO 26
18174,NOVO 25
18175,NOVO 26
18181,NOVO 26
18182,NOVO 26
18183,NOVO 26
18184,NOVO 26
18194,NOVO 26
18197,NOVO 26
18199,NOVO 26
18204,NOVO 26
18206,NOVO 26
18212,NOVO 26
18216,NOVO 26
18221,NOVO 26
18282,NOVO 26
18283,NOVO 26
18285,NOVO 26
18291,NOVO 26
18301,NOVO 26
18303,NOVO 26
18305,NOVO 26
18313,NOVO 26
18317,NOVO 26
18374,NOVO 26
18375,NOVO 26
18376,NOVO 26
